name,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,"distance_to_center, km",result
Yoda Express,,2.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,60.0051981,30.3016514,['Пионерская'],0.39859785887558696,1,3,13,1,50,0,8.012019269388205,34.5
Babaganush,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",6.0,60.0051927,30.301694399999995,['Пионерская'],0.3997950101426077,1,3,13,1,50,0,8.011043854908815,28.200000000000003
Lepim I Varim,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",6.0,60.00517660000001,30.301576300000004,['Пионерская'],0.3939943308146705,1,3,13,1,50,0,8.010322485346062,25.799999999999997
Mamo,,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.00513910000001,30.3015441,['Пионерская'],0.3897075069587365,1,3,13,1,50,0,8.006485405288668,19.2
FIREWok Cafe,,1.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.0050815,30.3011954,['Пионерская'],0.37189771857392456,1,3,13,1,50,0,8.00328902417665,3.0
Byuro,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,60.0050158,30.3011257,['Пионерская'],0.363839158877155,1,3,13,1,50,0,7.996700002590423,15.0
IKIGAI & Drink wine don’t give up,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,60.00499960000001,30.3016622,['Пионерская'],0.3831130979123334,1,3,13,1,50,0,7.990090392706415,40.0
Ngon,,4.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,60.00498890000001,30.3016514,['Пионерская'],0.3818456913380176,1,3,13,1,50,0,7.989009687039318,68.60000000000001
Moo Moo Burgers,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,60.00486280000001,30.3006654,['Пионерская'],0.33412571331031204,1,3,13,1,50,0,7.984120877504797,50.599999999999994
Brasserie Liege,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",6.0,60.004828,30.300718100000005,['Пионерская'],0.33310554371204515,1,3,13,1,50,0,7.979808389558493,24.0
Omo,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.004828,30.3009004,['Пионерская'],0.3398822367068761,1,3,13,1,50,0,7.978123086336367,20.0
Fairytale Café -restaurant,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,60.0130782,30.3183088,['Удельная'],0.4351965275329305,0,2,11,1,15,0,8.79477904608189,54.6
Kukhmister,,4.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.01238590000001,30.31168,['Удельная'],0.5246971864467171,1,0,9,1,12,1,8.740115804718622,9.0
First House Burger,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,60.014029,30.323892,['Удельная'],0.5587855063888486,2,2,9,1,19,0,8.894063537872222,72.0
Shurpa,3.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",393.0,60.0071828,30.32742219999999,['Удельная'],1.2546295358876745,0,2,4,0,9,0,8.132943079708749,1807.8
Propaganda,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",47.0,60.0100509,30.3258286,['Удельная'],0.9417651846081188,0,2,6,0,11,0,8.451145392243083,197.4
Burger King,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",577.0,60.0075802,30.327025899999995,['Удельная'],1.2053965314460628,0,2,4,0,10,0,8.176790775163687,2192.6
Mamalyga,3.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",1091.0,60.00719530000001,30.3275404,['Удельная'],1.2569853876505146,0,2,4,0,9,0,8.134472563694029,4909.5
Narpit Xx1,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",26.0,60.00647409999999,30.3324708,['Удельная'],1.4846732291124751,2,2,5,2,8,0,8.064729889949113,111.8
Vkusnaya Imperiya,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",13.0,60.00547359999999,30.3541416,['Площадь Мужества'],0.9502930311043094,2,1,6,4,11,0,8.112066167502311,48.1
delicious Empire,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",40.0,60.005419,30.354261,['Площадь Мужества'],0.9412725167074868,2,1,6,4,11,0,8.10747840511597,168.0
Lensushi,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,60.005532,30.354105,['Площадь Мужества'],0.9562302278020308,2,1,6,4,11,0,8.11801790612405,50.0
Chufal'nya,1.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",396.0,60.01082999999999,30.38644919999999,['Академическая'],0.5594576003165955,0,0,19,3,27,0,9.212852209131949,1782.0
Kharbin,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",373.0,60.0136129,30.393779,['Академическая'],0.14324408677307618,0,0,27,2,30,0,9.657514894404121,1566.6000000000001
Доставка суши Панда,,4.4,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",16.0,60.01080940000001,30.3872288,['Академическая'],0.5205477910615445,0,0,21,3,27,0,9.227178756198638,70.4
Kolobok,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.007196500000006,30.39039679999999,['Академическая'],0.6872650548605101,4,0,17,7,23,0,8.927752979300667,3.0
Ollis Club,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",523.0,60.0105556,30.403889000000003,['Академическая'],0.518487978345911,0,0,24,2,30,0,9.594169042382497,2144.2999999999997
Pizza Кампу,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.01150380000001,30.3975428,['Академическая'],0.17372008888602095,0,0,27,2,35,0,9.530864115264187,4.0
Shakherezada,2.0,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",49.0,60.0124653,30.3982782,['Академическая'],0.1472579595625488,0,0,27,2,33,0,9.645233194410528,176.4
Chili Pizza,2.0,4.4,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",493.0,60.0125313,30.3981476,['Академическая'],0.1386142013574558,0,0,27,2,33,0,9.648766718909883,2169.2000000000003
Doyna,,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,60.00777300000001,30.3987409,['Академическая'],0.5811533038920205,0,0,20,2,30,0,9.187105160154436,108.10000000000001
Теремок,2.0,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",18.0,60.01296230000001,30.3970205,['Академическая'],0.07660910356613247,0,0,27,2,31,1,9.665652176125901,75.60000000000001
Burger King,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",335.0,60.0124473,30.39838300000001,['Академическая'],0.15340642161817947,0,0,27,2,33,0,9.645924133260669,1306.5
KFC,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",739.0,60.012295,30.39818609999999,['Академическая'],0.147837359206405,0,0,27,2,34,0,9.625886902433347,3029.8999999999996
Papa John's Pizza,2.0,2.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.0,60.009722,30.4061999,['Академическая'],0.6763405240194318,0,0,20,2,27,0,9.572811805591904,77.7
Larisuvannukhochu,3.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1412.0,60.011931,30.4040546,['Академическая'],0.4748143574729888,0,0,25,2,30,0,9.734477648529321,6071.599999999999
Tokyo City,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",3899.0,60.010829,30.4021031,['Академическая'],0.4168411145904109,0,0,25,2,31,0,9.575603406827847,17545.5
Мясной клуб Мясо & Хлеб,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",50.0,60.0109354,30.4016899,['Академическая'],0.3909867536778383,0,0,25,2,31,0,9.575754780510039,220.00000000000003
Marchellis,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",1185.0,60.01299899999999,30.399954000000008,['Академическая'],0.2384006458709655,0,0,27,2,31,0,9.739154318448001,5332.5
GRILL REPUBLIC,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",25.0,60.0121659,30.398319300000004,['Академическая'],0.16022982940237082,0,0,27,2,35,0,9.616079718076127,92.5
Panda-Express,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",67.0,60.012322,30.39836499999999,['Академическая'],0.15624240893081784,0,0,27,2,34,0,9.632881836057328,254.6
Fleet Street Pub,2.0,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",278.0,60.005876,30.4045962,['Академическая'],0.9136167970111032,0,0,17,2,15,0,9.154460561545571,1278.8
"Smak, Bistro",,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.01392800000001,30.398059000000003,['Академическая'],0.1845860671099039,0,0,27,3,31,0,9.78762288405687,7.0
Beer House,2.0,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",456.0,60.01136640000001,30.39435389999999,['Академическая'],0.17291351604655408,0,0,26,2,33,0,9.442031000509171,1869.6
Бургерная #1,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",626.0,60.0122938,30.3954155,['Академическая'],0.05472851917354253,0,0,27,2,32,0,9.56060521621505,2817.0
Dublin,3.0,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",565.0,60.0128691,30.3950351,['Академическая'],0.03924433186593378,0,0,27,3,32,0,9.610226278136908,2542.5
Sushi wok,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",244.0,60.00928500000001,30.41422269999999,['Академическая'],1.103181018546732,0,0,11,1,10,0,9.752625467470647,1024.8
Dodo Pizza,2.0,3.6,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",8.0,60.0119406,30.41160259999999,['Академическая'],0.8914210476816303,0,0,18,1,21,1,9.934975861935497,28.8
Teremok,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",28.0,60.02233009999999,30.2252778,['Комендантский проспект'],2.4379515115142945,2,0,8,4,9,0,11.272833712492226,123.20000000000002
McDonald's,2.0,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",690.0,60.02233009999999,30.2252778,['Комендантский проспект'],2.4379515115142945,2,0,8,4,9,1,11.272833712492226,2967.0
KFC,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",98.0,60.0225181,30.2255459,['Комендантский проспект'],2.4399515797180467,2,0,8,4,9,0,11.283740273712338,372.4
Soup & Roll's,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",22.0,60.022502,30.225207,['Комендантский проспект'],2.453247406885672,2,0,8,4,9,0,11.291451865837512,85.8
Khorosheye Mesto,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",509.0,60.02201170000001,30.22396269999999,['Комендантский проспект'],2.4728610086378766,2,0,8,4,7,0,11.278315141972454,2290.5
Pkhali-Khinkali,2.0,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",1162.0,60.01816700000001,30.2488133,['Комендантский проспект'],1.2297451265193926,0,0,10,5,15,0,10.264399996027052,5461.400000000001
Teremok,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",19.0,60.01751700000001,30.246631,['Комендантский проспект'],1.2293077096142078,2,1,10,4,15,0,10.249530128273983,72.2
My favorite restaurant grechka,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",361.0,60.0171123,30.2470821,['Комендантский проспект'],1.1778577982929752,2,1,10,5,15,0,10.19802644931718,1588.4
Burger King,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",571.0,60.0170116,30.246804,['Комендантский проспект'],1.1774138164673145,2,1,11,4,15,0,10.194463438747198,2341.1
Sushi wok,2.0,4.1,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",130.0,60.014966,30.25277800000001,['Комендантский проспект'],0.8121111644785267,0,2,13,5,21,0,9.848492605465566,533.0
Tokyo City,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2674.0,60.01523829999999,30.2519387,['Комендантский проспект'],0.8598672808030879,0,1,13,5,21,0,9.895300530678712,11765.6
Pennoye,,5.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.020399,30.2459709,['Комендантский проспект'],1.523648945311633,0,0,3,4,12,0,10.556380093856456,5.0
Кинzа,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",500.0,60.0208701,30.2453023,['Комендантский проспект'],1.5875568494266514,0,0,3,2,12,0,10.619622670848415,2300.0
Shaverma,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",59.0,60.017163,30.2373901,['Комендантский проспект'],1.5505734015647041,2,0,8,6,10,0,10.4438377449829,236.0
Dostavka Sushi Bum Saint Petersburg,,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",56.0,60.014249,30.260628000000004,['Комендантский проспект'],0.6634705364807889,0,2,11,1,19,1,9.604410643158348,246.40000000000003
Доставка суши Панда,,3.5,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",70.0,60.0207645,30.279554200000003,['Комендантский проспект'],1.7989926780031436,2,0,0,3,4,0,9.964995311676006,245.0
Matsoni,2.0,4.3,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",238.0,60.01923100000001,30.26984419999999,['Комендантский проспект'],1.356321603824513,0,0,1,4,5,0,9.952283674254005,1023.4
Sushi wok,2.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",95.0,60.0179298,30.3172468,['Удельная'],0.1700843086842887,2,0,9,3,16,0,9.337287888291959,361.0
McDonald's,2.0,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3534.0,60.017283,30.320226,['Удельная'],0.2755582142683343,2,0,9,3,16,1,9.259557465136124,15196.199999999999
Sushi Wok,2.0,4.2,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",175.0,60.0162697,30.3221283,['Удельная'],0.3772404745054558,2,2,11,3,15,1,9.144573705292922,735.0
"Beer Restaurant ""Vaclav""",2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",187.0,60.020737,30.322333,['Удельная'],0.5917625726297471,2,0,7,3,15,0,9.642092117604385,804.1
Senor Döner,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,60.01731720000001,30.314240500000004,['Удельная'],0.09463863242011723,2,0,9,3,14,0,9.277907598921889,71.4
Peperoni,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",134.0,60.01529199999999,30.3118479,['Удельная'],0.25409984753692144,1,0,9,3,12,0,9.06211394759665,603.0
Fine Fit Food,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",27.0,60.02352220000001,30.3254591,['Удельная'],0.9433428853748256,2,0,1,2,14,0,9.951827535912026,118.80000000000001
O'briens Pub,2.0,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",359.0,60.0231587,30.3772869,['Академическая'],1.5481128675280764,0,0,3,2,5,0,10.340840424359822,1615.5
Dodo Pizza,2.0,4.6,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",647.0,60.0151511,30.386153600000004,['Академическая'],0.5955378978643922,0,0,19,1,23,1,9.654701164306072,2976.2
KFC,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1543.0,60.01606750000001,30.3802833,['Академическая'],0.9356863372694196,0,0,4,2,8,0,9.639173504509044,6172.0
Sushi wok,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",181.0,60.0144846,30.393861800000003,['Академическая'],0.2176493555852907,0,0,27,2,30,0,9.748383953499896,724.0
Суши Wok,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",144.0,60.0144144,30.4006891,['Академическая'],0.3333217130067712,0,0,27,2,28,0,9.899086760874923,619.1999999999999
Picnic Cafe,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",96.0,60.0171289,30.40285540000001,['Академическая'],0.6289732459476257,0,0,27,1,27,0,10.224090475698592,403.20000000000005
Sushi Master,2.0,2.8,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.01719999999999,30.43465760000001,['Гражданский проспект'],2.1686343275355435,0,0,2,0,4,1,11.107707719862844,11.2
"Restoran ""Usad'ba""",2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",289.0,60.01436999999999,30.454694300000003,['Гражданский проспект'],3.0581635648900534,0,0,0,0,1,0,11.51851191511083,1329.3999999999999
Sushi Fud,2.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,60.03136809999999,30.1385001,['Беговая'],6.035764393165332,0,0,0,0,2,0,14.99926704432921,66.60000000000001
Sushi wok,2.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",193.0,60.0312821,30.24323069999999,['Комендантский проспект'],2.699862853027473,2,0,1,0,13,0,11.728358778251211,772.0
Telepizza,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",130.0,60.02946539999999,30.23559,['Комендантский проспект'],2.68761494795587,0,0,2,0,10,0,11.71618436972975,559.0
Munhell,2.0,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",675.0,60.02476600000001,30.2383635,['Комендантский проспект'],2.1578656686490603,2,0,7,2,13,0,11.176744907739085,3037.5
Masterskaya Sushi,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,60.029194,30.2472895,['Комендантский проспект'],2.410443734347896,2,0,1,0,13,0,11.426868251535485,54.0
Selfie bar,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,60.02648949999999,30.2358552,['Комендантский проспект'],2.394903593504074,2,0,9,2,12,0,11.410359780148312,101.2
Tsai,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.02865389999999,30.26660830000001,['Комендантский проспект'],2.3017819257228567,0,0,0,2,3,0,11.007865171712435,5.0
U Temochki,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",64.0,60.0287277,30.26701509999999,['Комендантский проспект'],2.314181833126811,0,0,0,2,3,0,11.009087223580075,281.6
Ochag,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",109.0,60.024352,30.281450300000003,['Удельная'],2.077063523098885,2,0,0,3,3,0,10.327157893278132,457.8
Akropol',2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",129.0,60.02373839999999,30.2809707,['Удельная'],2.0747350090148684,2,0,0,3,4,0,10.266986042218152,567.6
Sushi wok,2.0,4.1,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",70.0,60.02840670000001,30.2943957,['Удельная'],1.753183101358541,2,0,5,0,5,0,10.6292009339999,287.0
78RUS,2.0,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",112.0,60.0260764,30.3034757,['Удельная'],1.2382957287273608,0,0,5,2,2,0,10.30304787796442,515.1999999999999
ROXETTE BAR,,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",69.0,60.0264039,30.32010850000001,['Удельная'],1.1115295680718065,0,0,0,4,9,0,10.275595325944797,303.6
Russkoye Zastol'ye,1.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",79.0,60.025381,30.31956199999999,['Удельная'],0.9935997704839612,2,0,0,4,8,0,10.162438167601788,363.4
ресторан Vintage,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",38.0,60.023872,30.319986,['Удельная'],0.8378805433537881,2,0,4,3,13,0,9.993759114481652,171.0
Pizza Roni,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",178.0,60.02885339999999,30.33028,['Озерки'],1.0442863755731695,0,2,5,2,12,0,10.5506452244852,747.6
Bona Capona,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",690.0,60.0301763,30.3307723,['Озерки'],0.9314473970143624,0,2,8,2,14,0,10.698834610031275,3173.9999999999995
Restoran Sosedi,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",180.0,60.03005580000001,30.32980499999999,['Озерки'],0.91430421699707,0,2,7,2,15,0,10.683770787354321,792.0000000000001
Volna,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",145.0,60.03113800000001,30.335309,['Озерки'],1.0184964340838962,0,2,8,2,9,0,10.817150355398171,580.0
Polyana,3.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",379.0,60.026081100000006,30.32489960000001,['Удельная'],1.170528818209995,2,0,1,2,9,0,10.236793870282906,1705.5
Khorosheye Kafe,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",144.0,60.02532799999999,30.3816819,['Академическая'],1.6035557386481336,0,0,3,0,4,0,10.643755942983386,590.4
Khoroshaya Shaverma,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,60.02533320000001,30.3827669,['Академическая'],1.5754454109972769,0,0,3,1,4,0,10.662649632294771,12.0
Golodnyy Volk,2.0,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",177.0,60.02438799999999,30.3953599,['Академическая'],1.2953153253984786,0,0,3,1,6,0,10.799901426348166,778.8000000000001
Трибуна,2.0,4.5,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",497.0,60.0239303,30.4038102,['Академическая'],1.3237258449354292,0,0,1,0,7,0,10.935006399785761,2236.5
PizzaRONI,2.0,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",360.0,60.02664399999999,30.4099216,['Гражданский проспект'],1.0173218621823412,0,0,0,0,7,1,11.35117856635157,1584.0000000000002
Суши WHITE,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",89.0,60.02842479999999,30.40302680000001,['Гражданский проспект'],1.1004256048982497,0,0,2,0,8,0,11.377557766106406,391.6
Khoroshaya Shaverma,,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",10.0,60.0263786,30.40946670000001,['Гражданский проспект'],1.0551561550208133,0,0,0,0,6,0,11.313685246689252,34.0
Kabachok,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",76.0,60.031733,30.429854700000003,['Гражданский проспект'],0.7401561817820776,0,0,10,2,8,0,12.35736445100163,319.2
Domino`s Pizza,2.0,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",334.0,60.02979200000001,30.41618,['Гражданский проспект'],0.5690869693844176,0,2,11,0,14,1,11.817413002166456,1436.2
Stolovaya,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,60.023564,30.42832000000001,['Гражданский проспект'],1.376716196886824,0,0,2,0,3,0,11.522165905182847,7.0
Суши Wok,2.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",28.0,60.03307669999999,30.1426571,['Беговая'],6.060388347645848,0,0,0,0,2,0,14.978838508559125,103.60000000000001
Sushi Master,2.0,5.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.03705079999999,30.22377170000001,['Комендантский проспект'],3.749775719184056,0,0,0,0,5,1,12.763163782584515,20.0
Vkusnaya Shaverma,,5.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.03953660000001,30.2240674,['Комендантский проспект'],3.9804124846081534,0,0,0,0,5,1,13.005172475983695,5.0
Sushiset,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.0,60.0410802,30.22169919999999,['Комендантский проспект'],4.195060615065049,0,0,0,0,5,0,13.21734758736504,155.4
Суши ♥ Love,,4.3,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",34.0,60.041453,30.221216100000003,['Комендантский проспект'],4.244477582007418,0,0,0,0,5,0,13.266457648458156,146.2
Johnny Italy,,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,60.04131599999999,30.21887839999999,['Комендантский проспект'],4.297469508387244,0,0,0,0,5,0,13.309978888284483,57.599999999999994
KFC Auto,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",951.0,60.03967629999999,30.2435277,['Комендантский проспект'],3.593411877007015,2,0,1,0,7,0,12.589872711491894,3994.2000000000003
Shavukha,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,60.03548499999999,30.2504583,['Комендантский проспект'],3.0590800875556785,2,0,1,0,10,0,12.016831986623236,45.599999999999994
Zero,,4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",32.0,60.03422390000001,30.2464034,['Комендантский проспект'],2.9652609188690184,2,0,1,0,11,0,11.965582988557296,147.2
StarSushi,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,60.03419399999999,30.24293669999999,['Комендантский проспект'],3.0134215113145864,2,0,1,0,11,0,12.034326919618595,20.0
Суши от Каркуши,,5.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,60.034147,30.2429648,['Комендантский проспект'],3.0079561064164464,2,0,1,0,11,1,12.028887374664793,5.0
Dao Shan Yuan',,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",107.0,60.03332289999999,30.2471841,['Комендантский проспект'],2.8575159667413548,2,0,1,0,12,0,11.856243239756806,460.09999999999997
SB Burgers,,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",200.0,60.03283979999999,30.241482399999995,['Комендантский проспект'],2.895852849896303,2,0,1,0,12,0,11.926128011779776,840.0
Еда Inn,,4.5,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",16.0,60.0316807,30.24665580000001,['Комендантский проспект'],2.687088187551323,2,0,1,0,11,1,11.696970910026867,72.0
Bruno Ivanovich,2.0,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",179.0,60.03438970000001,30.29737800000001,['Озерки'],1.3806292507168676,0,0,0,0,6,0,11.264341444144653,787.6
"Restaurant ""Mirror""",,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,60.03960499999999,30.2984049,['Озерки'],1.3177425474691866,0,0,0,1,5,0,11.833197436245035,12.0
Vkusno Sushi,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,60.03307479999999,30.2950778,['Озерки'],1.5424418426782192,0,0,1,0,6,0,11.137376370559956,12.899999999999999
Restoran Modil'yani,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,60.03307479999999,30.2950778,['Озерки'],1.5424418426782192,0,0,1,0,6,0,11.137376370559956,343.20000000000005
noble Cook,1.0,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,60.03659560000001,30.32118130000001,['Озерки'],0.06378027557289205,2,4,13,1,32,0,11.409678597250624,3.0
McDonald's,2.0,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3330.0,60.0352946,30.3211238,['Озерки'],0.20694890883055425,0,4,13,2,31,1,11.264801871527423,14319.0
Teremok,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",39.0,60.0358,30.32298260000001,['Озерки'],0.16995959841157754,0,4,13,2,34,0,11.319872735474457,159.89999999999998
KFC,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",1041.0,60.0378127,30.3208695,['Озерки'],0.08337637175308234,2,4,17,1,34,0,11.545550722583247,4372.2
